Title,Summary,Published,Link,Authors
"On the uplift of 4D wormholes in Braneworld models and their 5D
  structure","Recent developments in the consistent embedding of general 4D static and
spherically-symmetric spacetimes in arbitrary single-brane braneworld models
[Phys.Rev.D 109 (2024) 4, L041501] initiated the program of studying the bulk
structure of braneworld wormholes. In this article, adopting a completely
generic approach, we derive the general conditions that the metric functions of
any braneworld spacetime must satisfy to describe a wormhole structure in the
bulk. Particular emphasis is placed on clarifying the proper uplift of 4D
wormholes, expressed in terms of various radial coordinates on the brane, and
we demonstrate the important role of the circumferential radius metric function
for the embedding. Additionally, the flare-out conditions for braneworld
wormholes are presented for the first time and are found to differ from the
case of flat extra dimensions. To illustrate the method, we first perform the
uplift into the Randall-Sundrum II braneworld model for three well-known 4D
wormhole spacetimes; the effective braneworld wormhole solutions of
Casadio-Fabbri-Mazzacurati and Bronnikov-Kim, and the Simpson-Visser spacetime.
Subsequently, we study their bulk features by means of curvature invariants,
flare-out conditions, energy conditions and embedding diagrams. Our analysis
reveals that the assumption of a warped extra dimension has non-trivial
implications for the structure of 5D wormholes.",2024-12-27T18:12:03Z,http://arxiv.org/abs/2412.19773v1,"Thomas Pappas, Theodoros Nakas"
"Fortran2CPP: Automating Fortran-to-C++ Migration using LLMs via
  Multi-Turn Dialogue and Dual-Agent Integration","Migrating Fortran code to C++ is a common task for many scientific computing
teams, driven by the need to leverage modern programming paradigms, enhance
cross-platform compatibility, and improve maintainability. Automating this
translation process using large language models (LLMs) has shown promise, but
the lack of high-quality, specialized datasets has hindered their
effectiveness. In this paper, we address this challenge by introducing a novel
multi-turn dialogue dataset, Fortran2CPP, specifically designed for
Fortran-to-C++ code migration. Our dataset, significantly larger than existing
alternatives, is generated using a unique LLM-driven, dual-agent pipeline
incorporating iterative compilation, execution, and code repair to ensure high
quality and functional correctness. To demonstrate the effectiveness of our
dataset, we fine-tuned several open-weight LLMs on Fortran2CPP and evaluated
their performance on two independent benchmarks. Fine-tuning on our dataset led
to remarkable gains, with models achieving up to a 3.31x increase in CodeBLEU
score and a 92\% improvement in compilation success rate. This highlights the
dataset's ability to enhance both the syntactic accuracy and compilability of
the translated C++ code. Our dataset and model have been open-sourced and are
available on our public GitHub
repository\footnote{\url{https://github.com/HPC-Fortran2CPP/Fortran2Cpp}}.",2024-12-27T18:06:25Z,http://arxiv.org/abs/2412.19770v1,"Le Chen, Bin Lei, Dunzhi Zhou, Pei-Hung Lin, Chunhua Liao, Caiwen Ding, Ali Jannesari"
"Teaching materials aligned or unaligned with the principles of the
  Cognitive Theory of Multimedia Learning: the choices made by Physics teachers
  and students","In a recent study [Rev. Bras. Ens. F\'is. vol. 45, 2023], the absence of the
Cognitive Theory of Multimedia Learning (CTML) in the curricula of Physics
teacher education programs at Brazilian public universities was highlighted.
Considering this gap, the present study investigates whether, even without any
formal prior knowledge of CTML principles (Coherence, Signaling, Spatial
Contiguity, Segmentation, Multimedia, and Personalization), Physics teacher
trainees and educators tend to choose, among two formats of multimedia
materials - one aligned with a given CTML principle and the other not - the
materials aligned with these principles. The findings of this case study
revealed that, although most participants generally selected materials aligned
with the mentioned principles, a significant portion did not. These results
underscore the importance of Brazilian universities considering the inclusion
of CTML in Physics teacher education curricula.",2024-12-27T18:02:16Z,http://arxiv.org/abs/2412.19768v1,"Aline N. Braga, Antonio A. M. Neto, Alessandra N. Braga, Silvio C. F. Pereira Filho, Nelson P. C. de Souza, Danilo T. Alves"
"From Ceilings to Walls: Universal Dynamic Perching of Small Aerial
  Robots on Surfaces with Variable Orientations","This work demonstrates universal dynamic perching capabilities for quadrotors
of various sizes and on surfaces with different orientations. By employing a
non-dimensionalization framework and deep reinforcement learning, we
systematically assessed how robot size and surface orientation affect landing
capabilities. We hypothesized that maintaining geometric proportions across
different robot scales ensures consistent perching behavior, which was
validated in both simulation and experimental tests. Additionally, we
investigated the effects of joint stiffness and damping in the landing gear on
perching behaviors and performance. While joint stiffness had minimal impact,
joint damping ratios influenced landing success under vertical approaching
conditions. The study also identified a critical velocity threshold necessary
for successful perching, determined by the robot's maneuverability and leg
geometry. Overall, this research advances robotic perching capabilities,
offering insights into the role of mechanical design and scaling effects, and
lays the groundwork for future drone autonomy and operational efficiency in
unstructured environments.",2024-12-27T17:53:01Z,http://arxiv.org/abs/2412.19765v1,"Bryan Habas, Aaron Brown, Donghyeon Lee, Mitchell Goldman, Bo Cheng"
"Multi-population Differential Evolution for RSS based Cooperative
  Localization in Wireless Sensor Networks with Limited Communication Range","This paper presents a novel approach to deal with the cooperative
localization problem in wireless sensor networks based on received signal
strength measurements. In cooperative scenarios, the cost function of the
localization problem becomes increasingly nonlinear and nonconvex due to the
heightened interaction between sensor nodes, making the estimation of the
positions of the target nodes more challenging. Although most of existing
cooperative localization algorithms assure acceptable localization accuracy,
their computational complexity increases dramatically, which may restrict their
applicability. To reduce the computational complexity and provide competitive
localization accuracy at the same time, we propose a localization algorithm
based on the differential evolution with multiple populations, opposite-based
learning, redirection, and anchoring. In this work, the cooperative
localization cost function is split into several simpler cost functions, each
of which accounts only for one individual target node. Then, each cost function
is solved by a dedicated population of the proposed algorithm. In addition, an
enhanced version of the proposed algorithm which incorporates the population
midpoint scheme for further improvement in the localization accuracy is
devised. Simulation results demonstrate that the proposed algorithms provide
comparative localization accuracy with much lower computational complexity
compared with the state-of-the-art algorithms.",2024-12-27T17:45:10Z,http://arxiv.org/abs/2412.19763v1,"Lismer Andres Caceres Najarro, Iickho Song, Muhammad Salman, Kiseon Kim"
"Enhancing Cognitive Diagnosis by Modeling Learner Cognitive Structure
  State","Cognitive diagnosis represents a fundamental research area within intelligent
education, with the objective of measuring the cognitive status of individuals.
Theoretically, an individual's cognitive state is essentially equivalent to
their cognitive structure state. Cognitive structure state comprises two key
components: knowledge state (KS) and knowledge structure state (KUS). The
knowledge state reflects the learner's mastery of individual concepts, a widely
studied focus within cognitive diagnosis. In contrast, the knowledge structure
state-representing the learner's understanding of the relationships between
concepts-remains inadequately modeled. A learner's cognitive structure is
essential for promoting meaningful learning and shaping academic performance.
Although various methods have been proposed, most focus on assessing KS and
fail to assess KUS. To bridge this gap, we propose an innovative and effective
framework-CSCD (Cognitive Structure State-based Cognitive Diagnosis)-which
introduces a novel framework to modeling learners' cognitive structures in
diagnostic assessments, thereby offering new insights into cognitive structure
modeling. Specifically, we employ an edge-feature-based graph attention network
to represent the learner's cognitive structure state, effectively integrating
KS and KUS. Extensive experiments conducted on real datasets demonstrate the
superior performance of this framework in terms of diagnostic accuracy and
interpretability.",2024-12-27T17:41:39Z,http://arxiv.org/abs/2412.19759v1,"Zhifu Chen, Hengnian Gu, Jin Peng Zhou, Dongdai Zhou"
"""Did my figure do justice to the answer?"" : Towards Multimodal Short
  Answer Grading with Feedback (MMSAF)","Personalized feedback plays a vital role in a student's learning process.
While existing systems are adept at providing feedback over MCQ-based
evaluation, this work focuses more on subjective and open-ended questions,
which is similar to the problem of Automatic Short Answer Grading (ASAG) with
feedback. Additionally, we introduce the Multimodal Short Answer grading with
Feedback (MMSAF) problem over the traditional ASAG feedback problem to address
the scenario where the student answer and reference answer might contain
images. Moreover, we introduce the MMSAF dataset with 2197 data points along
with an automated framework for generating such data sets. Our evaluations on
existing LLMs over this dataset achieved an overall accuracy of 55\% on Level
of Correctness labels, 75\% on Image Relevance labels and a score of 4.27 out
of 5 in correctness level of LLM generated feedback as rated by experts. As per
experts, Pixtral achieved a rating of above 4 out of all metrics, indicating
that it is more aligned to human judgement, and that it is the best solution
for assisting students.",2024-12-27T17:33:39Z,http://arxiv.org/abs/2412.19755v1,"Pritam Sil, Bhaskaran Raman, Pushpak Bhattacharyya"
"IMAGINE: An 8-to-1b 22nm FD-SOI Compute-In-Memory CNN Accelerator With
  an End-to-End Analog Charge-Based 0.15-8POPS/W Macro Featuring
  Distribution-Aware Data Reshaping","Charge-domain compute-in-memory (CIM) SRAMs have recently become an enticing
compromise between computing efficiency and accuracy to process sub-8b
convolutional neural networks (CNNs) at the edge. Yet, they commonly make use
of a fixed dot-product (DP) voltage swing, which leads to a loss in effective
ADC bits due to data-dependent clipping or truncation effects that waste
precious conversion energy and computing accuracy. To overcome this, we present
IMAGINE, a workload-adaptive 1-to-8b CIM-CNN accelerator in 22nm FD-SOI. It
introduces a 1152x256 end-to-end charge-based macro with a multi-bit DP based
on an input-serial, weight-parallel accumulation that avoids power-hungry DACs.
An adaptive swing is achieved by combining a channel-wise DP array split with a
linear in-ADC implementation of analog batch-normalization (ABN), obtaining a
distribution-aware data reshaping. Critical design constraints are relaxed by
including the post-silicon equivalent noise within a CIM-aware CNN training
framework. Measurement results showcase an 8b system-level energy efficiency of
40TOPS/W at 0.3/0.6V, with competitive accuracies on MNIST and CIFAR-10.
Moreover, the peak energy and area efficiencies of the 187kB/mm2 macro
respectively reach up to 0.15-8POPS/W and 2.6-154TOPS/mm2, scaling with the
8-to-1b computing precision. These results exceed previous charge-based designs
by 3-to-5x while being the first work to provide linear in-memory rescaling.",2024-12-27T17:18:15Z,http://arxiv.org/abs/2412.19750v1,"Adrian Kneip, Martin Lefebvre, Pol Maistriaux, David Bol"
"Enhancing Adversarial Robustness of Deep Neural Networks Through
  Supervised Contrastive Learning","Adversarial attacks exploit the vulnerabilities of convolutional neural
networks by introducing imperceptible perturbations that lead to
misclassifications, exposing weaknesses in feature representations and decision
boundaries. This paper presents a novel framework combining supervised
contrastive learning and margin-based contrastive loss to enhance adversarial
robustness. Supervised contrastive learning improves the structure of the
feature space by clustering embeddings of samples within the same class and
separating those from different classes. Margin-based contrastive loss,
inspired by support vector machines, enforces explicit constraints to create
robust decision boundaries with well-defined margins. Experiments on the
CIFAR-100 dataset with a ResNet-18 backbone demonstrate robustness performance
improvements in adversarial accuracy under Fast Gradient Sign Method attacks.",2024-12-27T17:14:52Z,http://arxiv.org/abs/2412.19747v1,"Longwei Wang, Navid Nayyem, Abdullah Rakin"
Pulsed laser as a continuous particle stream,"With the recently introduced particle interpretation of the double-slit
experiment [arXiv:2112.05512 (2024)], all interference phenomena can be
reinterpreted in terms of particle states that couple (bright) or do not couple
(dark) with the detectors. Here, we extend the two-mode analysis to multiple
modes, particularly mode-locked pulsed lasers, and show that collective
particle states of multiple light modes feature a significantly larger number
of dark than bright states. By linking interference in time-independent
multi-slit experiments (same-mode frequencies) to time-dependent multimode
experiments (different frequencies), we demonstrate that pulsed laser light
comprises a continuous photon beam, with photons forming bright states during
pulses and dark states between them. To confirm this, we analyzed mode-locked
lasers, finding that the ratio of the number of bright to dark states aligns
with the pulse-to-interval duration ratio.",2024-12-27T17:14:41Z,http://arxiv.org/abs/2412.19746v1,"Ciro Micheletti Diniz, Franciele Renata Henrique, Bruno Santos de Souza, Lino Misoguti, Paulo Henrique Dias Ferreira, Celso Jorge Villas Bôas"
IR Bounds on Theories with Spontaneously-Broken Lorentz Symmetry,"In nature, some UV features of the dynamics are reflected in IR quantities.
In fully relativistic theories, this connection can be probed through the
analyticity properties of scattering amplitudes, allowing to understand which
IR theories respect the UV assumptions of quantum field theory. The ensuing
analyticity bounds can be usually rephrased as the absence of faster-than-light
propagation for low-energy excitations. While it is interesting to understand
these relations and their IR characterization for theories that have less
idealized properties, it is also more difficult to derive analyticity bounds in
these cases. For theories that spontaneously break Lorentz symmetry, recent
progress was made by considering correlators of conserved currents and their
analyticity properties. In this work, we focus on such theories and close the
gap from the IR side, deriving bounds from the speed of propagation that are
equivalent to the known analyticity bounds. Our bounds require that gapped
excitations have a slower speed than gapless ones, at least for momenta that
are low with respect to the mass gap. These results suggest a way to study the
UV/IR connection in more complex theories.",2024-12-27T17:14:14Z,http://arxiv.org/abs/2412.19745v1,"Francesco Serra, Leonardo G. Trombetta"
"AAM-SEALS: Developing Aerial-Aquatic Manipulators in SEa, Air, and Land
  Simulator","Current simulators lack the ability to accurately model integrated
environments that encompass sea, air, and land. To address this gap, we
introduce Aerial-Aquatic Manipulators (AAMs) in SEa, Air, and Land Simulator
(SEALS), a comprehensive and photorealistic simulator designed for AAMs to
operate and learn in these diverse environments. The development of AAM-SEALS
tackles several significant challenges, including the creation of integrated
controllers for flying, swimming, and manipulation, and the high-fidelity
simulation of aerial dynamics and hydrodynamics leveraging particle physics.
Our evaluation demonstrates smooth operation and photorealistic transitions
across air, water, and their interfaces. We quantitatively validate the
fidelity of particle-based hydrodynamics by comparing position-tracking errors
across real-world and simulated systems. AAM-SEALS promises to benefit a broad
range of robotics communities, including robot learning, aerial robotics,
underwater robotics, mobile manipulation, and robotic simulators. We will
open-source our code and data to foster the advancement of research in these
fields. Please access our project website at: https:
//aam-seals.github.io/aam-seals-v1/",2024-12-27T17:13:14Z,http://arxiv.org/abs/2412.19744v1,"William Wang Yang, Karthikeya Kona, Yashveer Jain, Abhinav Bhamidipati, Tomer Atzili, Xiaomin Lin, Yantian Zha"
"Adaptive Context-Aware Multi-Path Transmission Control for VR/AR
  Content: A Deep Reinforcement Learning Approach","This paper introduces the Adaptive Context-Aware Multi-Path Transmission
Control Protocol (ACMPTCP), an efficient approach designed to optimize the
performance of Multi-Path Transmission Control Protocol (MPTCP) for
data-intensive applications such as augmented and virtual reality (AR/VR)
streaming. ACMPTCP addresses the limitations of conventional MPTCP by
leveraging deep reinforcement learning (DRL) for agile end-to-end path
management and optimal bandwidth allocation, facilitating path realignment
across diverse network environments.",2024-12-27T16:56:12Z,http://arxiv.org/abs/2412.19737v1,"Shakil Ahmed, Saifur Rahman Sabuj, Ashfaq Khokhar"
"Periodically and aperiodically Thue-Morse driven long-range systems:
  from dynamical localization to slow dynamics","We investigate the electric-field driven power-law random banded
matrix(PLRBM) model where a variation in the power-law exponent $\alpha$ yields
a delocalization-to-localization phase transition. We examine the periodically
driven PLRBM model with the help of the Floquet operator. The level spacing
ratio and the generalized participation ratio of the Floquet Hamiltonian reveal
a drive-induced fractal phase accompanied by diffusive transport on the
delocalized side of the undriven PLRBM model. On the localized side, the
time-periodic model remains localized - the average spacing ratio corresponds
to Poisson statistics and logarithmic transport is observed in the dynamics.
Extending our analysis to the aperiodic Thue-Morse (TM) driven system, we find
that the aperiodically driven clean long-range hopping model (clean counterpart
of the PLRBM model) exhibits the phenomenon of \textit{exact dynamical
localization} (EDL) on tuning the drive-parameters at special points. The
disordered time-aperiodic system shows diffusive transport followed by
relaxation to the infinite-temperature state on the delocalized side, and a
prethermal plateau with subdiffusion on the localized side. Additionally, we
compare this with a quasi-periodically driven AAH model that also undergoes a
localization-delocalization transition. Unlike the disordered long-range model,
it features a prolonged prethermal plateau followed by subdiffusion to the
infinite temperature state, even on the delocalized side.",2024-12-27T16:55:47Z,http://arxiv.org/abs/2412.19736v1,"Vatsana Tiwari, Devendra Singh Bhakuni, Auditya Sharma"
"A General Framework of Brain Region Detection And Genetic Variants
  Selection in Imaging Genetics","Imaging genetics is a growing field that employs structural or functional
neuroimaging techniques to study individuals with genetic risk variants
potentially linked to specific illnesses. This area presents considerable
challenges to statisticians due to the heterogeneous information and different
data forms it involves. In addition, both imaging and genetic data are
typically high-dimensional, creating a ""big data squared"" problem. Moreover,
brain imaging data contains extensive spatial information. Simply vectorizing
tensor images and treating voxels as independent features can lead to
computational issues and disregard spatial structure. This paper presents a
novel statistical method for imaging genetics modeling while addressing all
these challenges. We explore a Canonical Correlation Analysis based linear
model for the joint modeling of brain imaging, genetic information, and
clinical phenotype, enabling the simultaneous detection of significant brain
regions and selection of important genetic variants associated with the
phenotype outcome. Scalable algorithms are developed to tackle the ""big data
squared"" issue. We apply the proposed method to explore the reaction speed, an
indicator of cognitive functions, and its associations with brain MRI and
genetic factors using the UK Biobank database. Our study reveals a notable
connection between the caudate nucleus region of brain and specific significant
SNPs, along with their respective regulated genes, and the reaction speed.",2024-12-27T16:54:11Z,http://arxiv.org/abs/2412.19735v1,"Siqiang Su, Zhenghao Li, Long Feng, Ting Li"
"Dynamics, data and reconstruction","Data-driven learning is prevalent in many fields of science, mathematics and
engineering. The goal of data-driven learning of dynamical systems is to
interpret timeseries as a continuous observation of an underlying dynamical
system. This task is not well-posed for a variety of reasons. A dynamical
system may have multiple sub-systems co-existing within it. The nature of the
dataset depends on the portion of the phase space being viewed, and may thus my
confined to a sub-system. Secondly these sub-systems may be topologically
inter-weaved, so may be inseparable computationally. Thirdly, two timeseries
sampled separately from different dynamical systems may be close or even
indistinguishable. So there is no unqiue source for the timeseries. We show how
these ambiguities are circumvented if one considers dynamical systems and
measurement maps collectively. This is made possible in a category theoretical
framework, in which reconstruction is unique up to equivalences. We introduce
two categories of observed dynamical systems and timeseries-data. These are
related to the well known category of dynamical systems via functors. This
enables a functorial interpretation of the task of reconstruction as well.",2024-12-27T16:49:52Z,http://arxiv.org/abs/2412.19734v1,"Suddhasattwa Das, Tomoharu Suda"
"Generative Pretrained Embedding and Hierarchical Irregular Time Series
  Representation for Daily Living Activity Recognition","Within the evolving landscape of smart homes, the precise recognition of
daily living activities using ambient sensor data stands paramount. This paper
not only aims to bolster existing algorithms by evaluating two distinct
pretrained embeddings suited for ambient sensor activations but also introduces
a novel hierarchical architecture. We delve into an architecture anchored on
Transformer Decoder-based pre-trained embeddings, reminiscent of the GPT
design, and contrast it with the previously established state-of-the-art (SOTA)
ELMo embeddings for ambient sensors. Our proposed hierarchical structure
leverages the strengths of each pre-trained embedding, enabling the discernment
of activity dependencies and sequence order, thereby enhancing classification
precision. To further refine recognition, we incorporate into our proposed
architecture an hour-of-the-day embedding. Empirical evaluations underscore the
preeminence of the Transformer Decoder embedding in classification endeavors.
Additionally, our innovative hierarchical design significantly bolsters the
efficacy of both pre-trained embeddings, notably in capturing inter-activity
nuances. The integration of temporal aspects subtly but distinctively augments
classification, especially for time-sensitive activities. In conclusion, our
GPT-inspired hierarchical approach, infused with temporal insights, outshines
the SOTA ELMo benchmark.",2024-12-27T16:43:52Z,http://arxiv.org/abs/2412.19732v1,"Damien Bouchabou, Sao Mai Nguyen"
