Title,Summary,Published,Link,Authors
"Analysis of Premature Death Rates in Texas Counties: The Impact of Air
  Quality, Socioeconomic Factors, and COPD Prevalence","Understanding factors contributing to premature mortality is critical for
public health planning. This study examines the relationships between premature
death rates and multiple risk factors across several Texas counties, utilizing
EPA air quality data, Census information, and county health records from recent
years. We analyze the impact of air quality (PM2.5 levels), socioeconomic
factors (median household income), and health conditions (COPD prevalence)
through statistical analysis and modeling techniques. Results reveal COPD
prevalence as a strong predictor of premature death rates, with higher
prevalence associated with a substantial increase in years of potential life
lost. While socioeconomic factors show a significant negative correlation, air
quality demonstrates more complex indirect relationships. These findings
emphasize the need for integrated public health interventions that prioritize
key health conditions while addressing underlying socioeconomic disparities.",2024-12-27T18:12:04Z,http://arxiv.org/abs/2412.19774v1,"Richard Rich, Ernesto Diaz"
"On the uplift of 4D wormholes in Braneworld models and their 5D
  structure","Recent developments in the consistent embedding of general 4D static and
spherically-symmetric spacetimes in arbitrary single-brane braneworld models
[Phys.Rev.D 109 (2024) 4, L041501] initiated the program of studying the bulk
structure of braneworld wormholes. In this article, adopting a completely
generic approach, we derive the general conditions that the metric functions of
any braneworld spacetime must satisfy to describe a wormhole structure in the
bulk. Particular emphasis is placed on clarifying the proper uplift of 4D
wormholes, expressed in terms of various radial coordinates on the brane, and
we demonstrate the important role of the circumferential radius metric function
for the embedding. Additionally, the flare-out conditions for braneworld
wormholes are presented for the first time and are found to differ from the
case of flat extra dimensions. To illustrate the method, we first perform the
uplift into the Randall-Sundrum II braneworld model for three well-known 4D
wormhole spacetimes; the effective braneworld wormhole solutions of
Casadio-Fabbri-Mazzacurati and Bronnikov-Kim, and the Simpson-Visser spacetime.
Subsequently, we study their bulk features by means of curvature invariants,
flare-out conditions, energy conditions and embedding diagrams. Our analysis
reveals that the assumption of a warped extra dimension has non-trivial
implications for the structure of 5D wormholes.",2024-12-27T18:12:03Z,http://arxiv.org/abs/2412.19773v1,"Thomas Pappas, Theodoros Nakas"
Direct estimates of irreversibility from time series,"The arrow of time can be quantified through the Kullback-Leibler divergence
($D_{KL}$) between the distributions of forward and reverse trajectories in a
system. Many approaches to estimate this rely on specific models, but the use
of incorrect models can introduce uncontrolled errors. Here, we describe a
model-free method that uses trajectory data directly to estimate the evidence
for irreversibility over finite windows of time. To do this we build on
previous work to identify and correct for errors that arise from limited sample
size. Importantly, our approach accurately recovers $D_{KL} = 0$ in systems
that adhere to detailed balance, and the correct nonzero $D_{KL}$ for data
generated by well understood models of nonequilibrium systems. We apply our
method to trajectories of neural activity in the retina as it responds to
naturalistic inputs, and find evidence of irreversibility in single neurons,
emphasizing the non-Markovian character of these data. These results open new
avenues for investigating how the brain represents the arrow of time.",2024-12-27T18:10:53Z,http://arxiv.org/abs/2412.19772v1,"Trevor GrandPre, Gianluca Teza, William Bialek"
Generative Video Propagation,"Large-scale video generation models have the inherent ability to
realistically model natural scenes. In this paper, we demonstrate that through
a careful design of a generative video propagation framework, various video
tasks can be addressed in a unified way by leveraging the generative power of
such models. Specifically, our framework, GenProp, encodes the original video
with a selective content encoder and propagates the changes made to the first
frame using an image-to-video generation model. We propose a data generation
scheme to cover multiple video tasks based on instance-level video segmentation
datasets. Our model is trained by incorporating a mask prediction decoder head
and optimizing a region-aware loss to aid the encoder to preserve the original
content while the generation model propagates the modified region. This novel
design opens up new possibilities: In editing scenarios, GenProp allows
substantial changes to an object's shape; for insertion, the inserted objects
can exhibit independent motion; for removal, GenProp effectively removes
effects like shadows and reflections from the whole video; for tracking,
GenProp is capable of tracking objects and their associated effects together.
Experiment results demonstrate the leading performance of our model in various
video tasks, and we further provide in-depth analyses of the proposed
framework.",2024-12-27T17:42:29Z,http://arxiv.org/abs/2412.19761v1,"Shaoteng Liu, Tianyu Wang, Jui-Hsien Wang, Qing Liu, Zhifei Zhang, Joon-Young Lee, Yijun Li, Bei Yu, Zhe Lin, Soo Ye Kim, Jiaya Jia"
"Enhancing Cognitive Diagnosis by Modeling Learner Cognitive Structure
  State","Cognitive diagnosis represents a fundamental research area within intelligent
education, with the objective of measuring the cognitive status of individuals.
Theoretically, an individual's cognitive state is essentially equivalent to
their cognitive structure state. Cognitive structure state comprises two key
components: knowledge state (KS) and knowledge structure state (KUS). The
knowledge state reflects the learner's mastery of individual concepts, a widely
studied focus within cognitive diagnosis. In contrast, the knowledge structure
state-representing the learner's understanding of the relationships between
concepts-remains inadequately modeled. A learner's cognitive structure is
essential for promoting meaningful learning and shaping academic performance.
Although various methods have been proposed, most focus on assessing KS and
fail to assess KUS. To bridge this gap, we propose an innovative and effective
framework-CSCD (Cognitive Structure State-based Cognitive Diagnosis)-which
introduces a novel framework to modeling learners' cognitive structures in
diagnostic assessments, thereby offering new insights into cognitive structure
modeling. Specifically, we employ an edge-feature-based graph attention network
to represent the learner's cognitive structure state, effectively integrating
KS and KUS. Extensive experiments conducted on real datasets demonstrate the
superior performance of this framework in terms of diagnostic accuracy and
interpretability.",2024-12-27T17:41:39Z,http://arxiv.org/abs/2412.19759v1,"Zhifu Chen, Hengnian Gu, Jin Peng Zhou, Dongdai Zhou"
"""Did my figure do justice to the answer?"" : Towards Multimodal Short
  Answer Grading with Feedback (MMSAF)","Personalized feedback plays a vital role in a student's learning process.
While existing systems are adept at providing feedback over MCQ-based
evaluation, this work focuses more on subjective and open-ended questions,
which is similar to the problem of Automatic Short Answer Grading (ASAG) with
feedback. Additionally, we introduce the Multimodal Short Answer grading with
Feedback (MMSAF) problem over the traditional ASAG feedback problem to address
the scenario where the student answer and reference answer might contain
images. Moreover, we introduce the MMSAF dataset with 2197 data points along
with an automated framework for generating such data sets. Our evaluations on
existing LLMs over this dataset achieved an overall accuracy of 55\% on Level
of Correctness labels, 75\% on Image Relevance labels and a score of 4.27 out
of 5 in correctness level of LLM generated feedback as rated by experts. As per
experts, Pixtral achieved a rating of above 4 out of all metrics, indicating
that it is more aligned to human judgement, and that it is the best solution
for assisting students.",2024-12-27T17:33:39Z,http://arxiv.org/abs/2412.19755v1,"Pritam Sil, Bhaskaran Raman, Pushpak Bhattacharyya"
Complement or substitute? How AI increases the demand for human skills,"The question of whether AI substitutes or complements human work is central
to debates on the future of work. This paper examines the impact of AI on skill
demand and compensation in the U.S. economy, analysing 12 million online job
vacancies from 2018 to 2023. It investigates internal effects (within-job
substitution and complementation) and external effects (across occupations,
industries, and regions). Our findings reveal a significant increase in demand
for AI-complementary skills, such as digital literacy, teamwork, and
resilience, alongside rising wage premiums for these skills in AI roles like
Data Scientist. Conversely, substitute skills, including customer service and
text review, have declined in both demand and value within AI-related
positions. Examining external effects, we find a notable rise in demand for
complementary skills in non-AI roles linked to the growth of AI-related jobs in
specific industries or regions. At the same time, there is a moderate decline
in non-AI roles requiring substitute skills. Overall, AI's complementary effect
is up to 50% larger than its substitution effect, resulting in net positive
demand for skills. These results, replicated for the UK and Australia,
highlight AI's transformative impact on workforce skill requirements. They
suggest reskilling efforts should prioritise not only technical AI skills but
also complementary skills like ethics and digital literacy.",2024-12-27T17:26:30Z,http://arxiv.org/abs/2412.19754v1,"Elina Mäkelä, Fabian Stephany"
"IMAGINE: An 8-to-1b 22nm FD-SOI Compute-In-Memory CNN Accelerator With
  an End-to-End Analog Charge-Based 0.15-8POPS/W Macro Featuring
  Distribution-Aware Data Reshaping","Charge-domain compute-in-memory (CIM) SRAMs have recently become an enticing
compromise between computing efficiency and accuracy to process sub-8b
convolutional neural networks (CNNs) at the edge. Yet, they commonly make use
of a fixed dot-product (DP) voltage swing, which leads to a loss in effective
ADC bits due to data-dependent clipping or truncation effects that waste
precious conversion energy and computing accuracy. To overcome this, we present
IMAGINE, a workload-adaptive 1-to-8b CIM-CNN accelerator in 22nm FD-SOI. It
introduces a 1152x256 end-to-end charge-based macro with a multi-bit DP based
on an input-serial, weight-parallel accumulation that avoids power-hungry DACs.
An adaptive swing is achieved by combining a channel-wise DP array split with a
linear in-ADC implementation of analog batch-normalization (ABN), obtaining a
distribution-aware data reshaping. Critical design constraints are relaxed by
including the post-silicon equivalent noise within a CIM-aware CNN training
framework. Measurement results showcase an 8b system-level energy efficiency of
40TOPS/W at 0.3/0.6V, with competitive accuracies on MNIST and CIFAR-10.
Moreover, the peak energy and area efficiencies of the 187kB/mm2 macro
respectively reach up to 0.15-8POPS/W and 2.6-154TOPS/mm2, scaling with the
8-to-1b computing precision. These results exceed previous charge-based designs
by 3-to-5x while being the first work to provide linear in-memory rescaling.",2024-12-27T17:18:15Z,http://arxiv.org/abs/2412.19750v1,"Adrian Kneip, Martin Lefebvre, Pol Maistriaux, David Bol"
"Enhancing Adversarial Robustness of Deep Neural Networks Through
  Supervised Contrastive Learning","Adversarial attacks exploit the vulnerabilities of convolutional neural
networks by introducing imperceptible perturbations that lead to
misclassifications, exposing weaknesses in feature representations and decision
boundaries. This paper presents a novel framework combining supervised
contrastive learning and margin-based contrastive loss to enhance adversarial
robustness. Supervised contrastive learning improves the structure of the
feature space by clustering embeddings of samples within the same class and
separating those from different classes. Margin-based contrastive loss,
inspired by support vector machines, enforces explicit constraints to create
robust decision boundaries with well-defined margins. Experiments on the
CIFAR-100 dataset with a ResNet-18 backbone demonstrate robustness performance
improvements in adversarial accuracy under Fast Gradient Sign Method attacks.",2024-12-27T17:14:52Z,http://arxiv.org/abs/2412.19747v1,"Longwei Wang, Navid Nayyem, Abdullah Rakin"
"AAM-SEALS: Developing Aerial-Aquatic Manipulators in SEa, Air, and Land
  Simulator","Current simulators lack the ability to accurately model integrated
environments that encompass sea, air, and land. To address this gap, we
introduce Aerial-Aquatic Manipulators (AAMs) in SEa, Air, and Land Simulator
(SEALS), a comprehensive and photorealistic simulator designed for AAMs to
operate and learn in these diverse environments. The development of AAM-SEALS
tackles several significant challenges, including the creation of integrated
controllers for flying, swimming, and manipulation, and the high-fidelity
simulation of aerial dynamics and hydrodynamics leveraging particle physics.
Our evaluation demonstrates smooth operation and photorealistic transitions
across air, water, and their interfaces. We quantitatively validate the
fidelity of particle-based hydrodynamics by comparing position-tracking errors
across real-world and simulated systems. AAM-SEALS promises to benefit a broad
range of robotics communities, including robot learning, aerial robotics,
underwater robotics, mobile manipulation, and robotic simulators. We will
open-source our code and data to foster the advancement of research in these
fields. Please access our project website at: https:
//aam-seals.github.io/aam-seals-v1/",2024-12-27T17:13:14Z,http://arxiv.org/abs/2412.19744v1,"William Wang Yang, Karthikeya Kona, Yashveer Jain, Abhinav Bhamidipati, Tomer Atzili, Xiaomin Lin, Yantian Zha"
"Physics of 2D magnets and magnetic thin films: Surface structure and
  surface phase transition, criticality and skyrmions","Recently, there is an increasing renewed interest in 2D magnetism such as Van
der Waals magnets. The physics of 2D magnetism and ultra-thin magnetic films
has a long history. This chapter is a review devoted to some fundamental
theoretical properties of 2D magnets and and magnetic thin films including
frustrated systems and topological spin textures. These properties allow to
understand macroscopic behaviors experimentally observed in thin films and
superlattices where the surface and the interface play a crucial role. The
chapter begins with a review on 2D magnets, their spin structures and phase
transitions. Next, the case of thin films is considered. The theory of surface
spin waves is discussed in various situations with and without surface
reconstruction of spin ordering. Various interactions are taken into account:
surface interaction different from the bulk one, competing interactions,
Dzyaloshinskii-Moriya interaction. Surface phase transitions are shown in some
particularly striking cases. Finally, some cases of topological spin textures
called ""skyrmions"" are reviewed. All the results shown in this chapter have
been published in various research papers cited in the text. Therefore, we will
discuss some important results but avoid to enter complicated methods. Instead,
the reader is referred to original papers for detailed demonstrations.",2024-12-27T17:06:31Z,http://arxiv.org/abs/2412.19741v1,Hung T. Diep
Hard Photon Triggered Jets in $p$-$p$ and $A$-$A$ Collisions,"An investigation of high transverse momentum (high-$p_T$) photon triggered
jets in proton-proton ($p$-$p$) and ion-ion ($A$-$A$) collisions at
$\sqrt{s_{NN}} = 0.2$ and $5.02~\mathrm{TeV}$ is carried out, using the
multistage description of in-medium jet evolution. Monte Carlo simulations of
hard scattering and energy loss in heavy-ion collisions are performed using
parameters tuned in a previous study of the nuclear modification factor
($R_{AA}$) for inclusive jets and high-$p_T$ hadrons. We obtain a good
reproduction of the experimental data for photon triggered jet $R_{AA}$, as
measured by the ATLAS detector, the distribution of the ratio of jet to photon
$p_T$ ($X_{\rm J \gamma}$), measured by both CMS and ATLAS, and the photon-jet
azimuthal correlation as measured by CMS. We obtain a moderate description of
the photon triggered jet $I_{AA}$, as measured by STAR. A noticeable
improvement in the comparison is observed when one goes beyond prompt photons
and includes bremsstrahlung and decay photons, revealing their significance in
certain kinematic regions, particularly at $X_{J\gamma} &gt; 1$. Moreover,
azimuthal angle correlations demonstrate a notable impact of non-prompt photons
on the distribution, emphasizing their role in accurately describing
experimental results. This work highlights the success of the multistage model
of jet modification to straightforwardly predict (this set of) photon triggered
jet observables. This comparison, along with the role played by non-prompt
photons, has important consequences on the inclusion of such observables in a
future Bayesian analysis.",2024-12-27T16:56:15Z,http://arxiv.org/abs/2412.19738v1,"C. Sirimanna, Y. Tachibana, A. Majumder, A. Angerami, R. Arora, S. A. Bass, Y. Chen, R. Datta, L. Du, R. Ehlers, H. Elfner, R. J. Fries, C. Gale, Y. He, B. V. Jacak, P. M. Jacobs, S. Jeon, Y. Ji, F. Jonas, L. Kasper, M. Kordell II, A. Kumar, R. Kunnawalkam-Elayavalli, J. Latessa, Y. -J. Lee, R. Lemmon, M. Luzum, S. Mak, A. Mankolli, C. Martin, H. Mehryar, T. Mengel, C. Nattrass, J. Norman, C. Parker, J. -F. Paquet, J. H. Putschke, H. Roch, G. Roland, B. Schenke, L. Schwiebert, A. Sengupta, C. Shen, M. Singh, D. Soeder, R. A. Soltz, I. Soudi, J. Velkovska, G. Vujanovic, X. -N. Wang, X. Wu, W. Zhao"
"Adaptive Context-Aware Multi-Path Transmission Control for VR/AR
  Content: A Deep Reinforcement Learning Approach","This paper introduces the Adaptive Context-Aware Multi-Path Transmission
Control Protocol (ACMPTCP), an efficient approach designed to optimize the
performance of Multi-Path Transmission Control Protocol (MPTCP) for
data-intensive applications such as augmented and virtual reality (AR/VR)
streaming. ACMPTCP addresses the limitations of conventional MPTCP by
leveraging deep reinforcement learning (DRL) for agile end-to-end path
management and optimal bandwidth allocation, facilitating path realignment
across diverse network environments.",2024-12-27T16:56:12Z,http://arxiv.org/abs/2412.19737v1,"Shakil Ahmed, Saifur Rahman Sabuj, Ashfaq Khokhar"
"A General Framework of Brain Region Detection And Genetic Variants
  Selection in Imaging Genetics","Imaging genetics is a growing field that employs structural or functional
neuroimaging techniques to study individuals with genetic risk variants
potentially linked to specific illnesses. This area presents considerable
challenges to statisticians due to the heterogeneous information and different
data forms it involves. In addition, both imaging and genetic data are
typically high-dimensional, creating a ""big data squared"" problem. Moreover,
brain imaging data contains extensive spatial information. Simply vectorizing
tensor images and treating voxels as independent features can lead to
computational issues and disregard spatial structure. This paper presents a
novel statistical method for imaging genetics modeling while addressing all
these challenges. We explore a Canonical Correlation Analysis based linear
model for the joint modeling of brain imaging, genetic information, and
clinical phenotype, enabling the simultaneous detection of significant brain
regions and selection of important genetic variants associated with the
phenotype outcome. Scalable algorithms are developed to tackle the ""big data
squared"" issue. We apply the proposed method to explore the reaction speed, an
indicator of cognitive functions, and its associations with brain MRI and
genetic factors using the UK Biobank database. Our study reveals a notable
connection between the caudate nucleus region of brain and specific significant
SNPs, along with their respective regulated genes, and the reaction speed.",2024-12-27T16:54:11Z,http://arxiv.org/abs/2412.19735v1,"Siqiang Su, Zhenghao Li, Long Feng, Ting Li"
"Dynamics, data and reconstruction","Data-driven learning is prevalent in many fields of science, mathematics and
engineering. The goal of data-driven learning of dynamical systems is to
interpret timeseries as a continuous observation of an underlying dynamical
system. This task is not well-posed for a variety of reasons. A dynamical
system may have multiple sub-systems co-existing within it. The nature of the
dataset depends on the portion of the phase space being viewed, and may thus my
confined to a sub-system. Secondly these sub-systems may be topologically
inter-weaved, so may be inseparable computationally. Thirdly, two timeseries
sampled separately from different dynamical systems may be close or even
indistinguishable. So there is no unqiue source for the timeseries. We show how
these ambiguities are circumvented if one considers dynamical systems and
measurement maps collectively. This is made possible in a category theoretical
framework, in which reconstruction is unique up to equivalences. We introduce
two categories of observed dynamical systems and timeseries-data. These are
related to the well known category of dynamical systems via functors. This
enables a functorial interpretation of the task of reconstruction as well.",2024-12-27T16:49:52Z,http://arxiv.org/abs/2412.19734v1,"Suddhasattwa Das, Tomoharu Suda"
