Title,Summary,Published,Link,Authors
Transmon qutrit-based simulation of spin-1 AKLT systems,"Qutrit-based quantum circuits could help reduce the overall circuit depths,
and hence the noise, when the system of interest has local dimension of three.
Accessing second excited states in superconducting transmons provides a
straightforward hardware realization of three-level systems, or qutrits, useful
for such ternary encoding. In this work, we successfully calibrate pulse gates
to a low error rate to obtain transmon qutrits. We use these qutrits to
simulate one-dimensional spin-1 AKLT states (Affleck, Lieb, Kennedy, and
Tasaki) which exhibit a multitude of interesting phenomena such as
topologically protected ground states, string order and the existence of a
robust Berry phase. We demonstrate the efficacy of qutrit-based simulation by
preparing high-fidelity ground states of the AKLT Hamiltonian with open
boundaries for various chain lengths. We then use ground state preparations of
the perturbed AKLT Hamiltonian with periodic boundaries to calculate the Berry
phase and illustrate non-trivial ground state topology. We further present
scalable methods for preparing the AKLT state and computing its Berry phase,
and use tensor network simulations to establish the advantage of qutrit-based
implementation over qubit-based ones in the presence of noise. Our work
provides a pathway toward more general spin-1 physics simulations using
transmon qutrits, with applications in chemistry, magnetism, and topological
phases of matter.",2024-12-27T18:32:39Z,http://arxiv.org/abs/2412.19786v1,"Keerthi Kumaran, Faisal Alam, Norhan Eassa, Kaelyn Ferris, Xiao Xiao, Lukasz Cincio, Nicholas Bronn, Arnab Banerjee"
"Enhancing Whisper's Accuracy and Speed for Indian Languages through
  Prompt-Tuning and Tokenization","Automatic speech recognition has recently seen a significant advancement with
large foundational models such as Whisper. However, these models often struggle
to perform well in low-resource languages, such as Indian languages. This paper
explores two novel approaches to enhance Whisper's multilingual speech
recognition performance in Indian languages. First, we propose prompt-tuning
with language family information, which enhances Whisper's accuracy in
linguistically similar languages. Second, we introduce a novel tokenizer that
reduces the number of generated tokens, thereby accelerating Whisper's
inference speed. Our extensive experiments demonstrate that the tokenizer
significantly reduces inference time, while prompt-tuning enhances accuracy
across various Whisper model sizes, including Small, Medium, and Large.
Together, these techniques achieve a balance between optimal WER and inference
speed.",2024-12-27T18:32:24Z,http://arxiv.org/abs/2412.19785v1,"Kumud Tripathi, Raj Gothi, Pankaj Wasnik"
Can AI Help with Your Personal Finances?,"In recent years, Large Language Models (LLMs) have emerged as a
transformative development in artificial intelligence (AI), drawing significant
attention from industry and academia. Trained on vast datasets, these
sophisticated AI systems exhibit impressive natural language processing and
content generation capabilities. This paper explores the potential of LLMs to
address key challenges in personal finance, focusing on the United States. We
evaluate several leading LLMs, including OpenAI's ChatGPT, Google's Gemini,
Anthropic's Claude, and Meta's Llama, to assess their effectiveness in
providing accurate financial advice on topics such as mortgages, taxes, loans,
and investments. Our findings show that while these models achieve an average
accuracy rate of approximately 70%, they also display notable limitations in
certain areas. Specifically, LLMs struggle to provide accurate responses for
complex financial queries, with performance varying significantly across
different topics. Despite these limitations, the analysis reveals notable
improvements in newer versions of these models, highlighting their growing
utility for individuals and financial advisors. As these AI systems continue to
evolve, their potential for advancing AI-driven applications in personal
finance becomes increasingly promising.",2024-12-27T18:25:27Z,http://arxiv.org/abs/2412.19784v1,"Oudom Hean, Utsha Saha, Binita Saha"
A note on the log-concavity of parking functions,"We settle a conjecture of B\'ona regarding the log-concavity of a certain
statistic on parking functions by utilizing recent log-concavity results on
matroids. This result allows us to also prove that connected, labeled graphs
graded by their number of edges are log-concave. Furthermore, we generalize
these results to $G$-parking functions.",2024-12-27T18:25:24Z,http://arxiv.org/abs/2412.19783v1,Joseph Pappe
Cosmological perturbations meet Wheeler DeWitt,"We study solutions of the Wheeler DeWitt (WdW) equation in order to recover
standard results of cosmological perturbation theory. In mini-superspace, we
introduce a dimensionless gravitational coupling $\alpha$ that is typically
very small and functions like $\hbar$ in a WKB expansion. We seek solutions of
the form $\Psi = e^{iS/\alpha} \psi$ that are the closest quantum analog of a
given classical background spacetime. The function $S$ satisfies the
Hamilton-Jacobi equation, while $\psi$ obeys a Schr\""odinger-like equation and
has a clear probabilistic interpretation. By using the semiclassical limit we
express the relation between $\psi$ and the wavefunction of the universe in
perturbation theory, $\psi_P$. We apply our formalism to two main examples. The
first is a scalar field with a purely exponential potential, of which
particularly simple, scaling solutions are known. The other is a slow-roll
scenario expanded in the vicinity of the origin in field space. We discuss
possible deviations from the classical background trajectory as well as the
higher ``time"" derivative terms that are present in the WdW equation but not in
the perturbative approach. We clarify the conditional probability content of
the wavefunctions and how this is related with the standard gauge fixing
procedure in perturbation theory.",2024-12-27T18:25:17Z,http://arxiv.org/abs/2412.19782v1,"Federico Piazza, Siméon Vareilles"
"Machine Learning for Sentiment Analysis of Imported Food in Trinidad and
  Tobago","This research investigates the performance of various machine learning
algorithms (CNN, LSTM, VADER, and RoBERTa) for sentiment analysis of Twitter
data related to imported food items in Trinidad and Tobago. The study addresses
three primary research questions: the comparative accuracy and efficiency of
the algorithms, the optimal configurations for each model, and the potential
applications of the optimized models in a live system for monitoring public
sentiment and its impact on the import bill. The dataset comprises tweets from
2018 to 2024, divided into imbalanced, balanced, and temporal subsets to assess
the impact of data balancing and the COVID-19 pandemic on sentiment trends. Ten
experiments were conducted to evaluate the models under various configurations.
Results indicated that VADER outperformed the other models in both multi-class
and binary sentiment classifications. The study highlights significant changes
in sentiment trends pre- and post-COVID-19, with implications for import
policies.",2024-12-27T18:25:08Z,http://arxiv.org/abs/2412.19781v1,"Cassandra Daniels, Koffka Khan"
Tensor Network Estimation of Distribution Algorithms,"Tensor networks are a tool first employed in the context of many-body quantum
physics that now have a wide range of uses across the computational sciences,
from numerical methods to machine learning. Methods integrating tensor networks
into evolutionary optimization algorithms have appeared in the recent
literature. In essence, these methods can be understood as replacing the
traditional crossover operation of a genetic algorithm with a tensor
network-based generative model. We investigate these methods from the point of
view that they are Estimation of Distribution Algorithms (EDAs). We find that
optimization performance of these methods is not related to the power of the
generative model in a straightforward way. Generative models that are better
(in the sense that they better model the distribution from which their training
data is drawn) do not necessarily result in better performance of the
optimization algorithm they form a part of. This raises the question of how
best to incorporate powerful generative models into optimization routines. In
light of this we find that adding an explicit mutation operator to the output
of the generative model often improves optimization performance.",2024-12-27T18:22:47Z,http://arxiv.org/abs/2412.19780v1,"John Gardiner, Javier Lopez-Piqueres"
Extended Set Difference : Inverse Operation of Minkowski Summation,"This paper introduces the extended set difference, a generalization of the
Hukuhara and generalized Hukuhara differences, defined for compact convex sets
in $R^d$. The proposed difference guarantees the existence and uniqueness for
any pair of such sets, offering a broader framework for set arithmetic. The
paper also explores the properties of this new difference.",2024-12-27T18:19:27Z,http://arxiv.org/abs/2412.19779v1,"Arie Beresteanu, Behrooz Moosavi Ramezanzadeh"
"Application of normalizing flows to nuclear many-body perturbation
  theory","Many-body perturbation theory provides a powerful framework to study the
ground state and thermodynamic properties of nuclear matter as well as
associated single-particle potentials and response functions within a
systematic order-by-order expansion. However, computational challenges can
emerge beyond the lowest orders of perturbation theory, especially when
computing both single-particle potentials and response functions, which in
general are complex-valued and require Cauchy principal value calculations of
high-dimensional integrals. We demonstrate that normalizing flows are suitable
for Monte Carlo importance sampling of both regular and irregular functions
appearing in nuclear many-body calculations. Normalizing flows are a class of
machine learning models that can be used to build and sample from complicated
distributions through a bijective mapping from a simple base distribution.
Furthermore, a well-trained model for a certain target integrand can be
efficiently transferred to calculate related integrals with varying physical
conditions. These features can enable more efficient tabulations of nuclear
physics inputs to numerical simulations of supernovae and neutron star mergers
across varying physical conditions and nuclear force models.",2024-12-27T18:18:20Z,http://arxiv.org/abs/2412.19777v1,"Pengsheng Wen, Jeremy W. Holt, Albany Blackburn"
"On the numerical solution of Lasserre relaxations of unconstrained
  binary quadratic optimization problem","The aim of this paper is to solve linear semidefinite programs arising from
higher-order Lasserre relaxations of unconstrained binary quadratic
optimization problems. For this we use an interior point method with a
preconditioned conjugate gradient method solving the linear systems. The
preconditioner utilizes the low-rank structure of the solution of the
relaxations. In order to fully exploit this, we need to re-write the moment
relaxations. To treat the arising linear equality constraints we use an
$\ell_1$-penalty approach within the interior-point solver. The efficiency of
this approach is demonstrated by numerical experiments with the MAXCUT and
other randomly generated problems and a comparison with a state-of-the-art
semidefinite solver and the ADMM method. We further propose a hybrid
ADMM-interior-point method that proves to be efficient for certain problem
classes. As a by-product, we observe that the second-order relaxation is often
high enough to deliver a globally optimal solution of the original problem.",2024-12-27T18:17:45Z,http://arxiv.org/abs/2412.19776v1,"Soodeh Habibi, Michal Kocvara, Michael Stingl"
"On the uplift of 4D wormholes in Braneworld models and their 5D
  structure","Recent developments in the consistent embedding of general 4D static and
spherically-symmetric spacetimes in arbitrary single-brane braneworld models
[Phys.Rev.D 109 (2024) 4, L041501] initiated the program of studying the bulk
structure of braneworld wormholes. In this article, adopting a completely
generic approach, we derive the general conditions that the metric functions of
any braneworld spacetime must satisfy to describe a wormhole structure in the
bulk. Particular emphasis is placed on clarifying the proper uplift of 4D
wormholes, expressed in terms of various radial coordinates on the brane, and
we demonstrate the important role of the circumferential radius metric function
for the embedding. Additionally, the flare-out conditions for braneworld
wormholes are presented for the first time and are found to differ from the
case of flat extra dimensions. To illustrate the method, we first perform the
uplift into the Randall-Sundrum II braneworld model for three well-known 4D
wormhole spacetimes; the effective braneworld wormhole solutions of
Casadio-Fabbri-Mazzacurati and Bronnikov-Kim, and the Simpson-Visser spacetime.
Subsequently, we study their bulk features by means of curvature invariants,
flare-out conditions, energy conditions and embedding diagrams. Our analysis
reveals that the assumption of a warped extra dimension has non-trivial
implications for the structure of 5D wormholes.",2024-12-27T18:12:03Z,http://arxiv.org/abs/2412.19773v1,"Thomas Pappas, Theodoros Nakas"
Direct estimates of irreversibility from time series,"The arrow of time can be quantified through the Kullback-Leibler divergence
($D_{KL}$) between the distributions of forward and reverse trajectories in a
system. Many approaches to estimate this rely on specific models, but the use
of incorrect models can introduce uncontrolled errors. Here, we describe a
model-free method that uses trajectory data directly to estimate the evidence
for irreversibility over finite windows of time. To do this we build on
previous work to identify and correct for errors that arise from limited sample
size. Importantly, our approach accurately recovers $D_{KL} = 0$ in systems
that adhere to detailed balance, and the correct nonzero $D_{KL}$ for data
generated by well understood models of nonequilibrium systems. We apply our
method to trajectories of neural activity in the retina as it responds to
naturalistic inputs, and find evidence of irreversibility in single neurons,
emphasizing the non-Markovian character of these data. These results open new
avenues for investigating how the brain represents the arrow of time.",2024-12-27T18:10:53Z,http://arxiv.org/abs/2412.19772v1,"Trevor GrandPre, Gianluca Teza, William Bialek"
"Fortran2CPP: Automating Fortran-to-C++ Migration using LLMs via
  Multi-Turn Dialogue and Dual-Agent Integration","Migrating Fortran code to C++ is a common task for many scientific computing
teams, driven by the need to leverage modern programming paradigms, enhance
cross-platform compatibility, and improve maintainability. Automating this
translation process using large language models (LLMs) has shown promise, but
the lack of high-quality, specialized datasets has hindered their
effectiveness. In this paper, we address this challenge by introducing a novel
multi-turn dialogue dataset, Fortran2CPP, specifically designed for
Fortran-to-C++ code migration. Our dataset, significantly larger than existing
alternatives, is generated using a unique LLM-driven, dual-agent pipeline
incorporating iterative compilation, execution, and code repair to ensure high
quality and functional correctness. To demonstrate the effectiveness of our
dataset, we fine-tuned several open-weight LLMs on Fortran2CPP and evaluated
their performance on two independent benchmarks. Fine-tuning on our dataset led
to remarkable gains, with models achieving up to a 3.31x increase in CodeBLEU
score and a 92\% improvement in compilation success rate. This highlights the
dataset's ability to enhance both the syntactic accuracy and compilability of
the translated C++ code. Our dataset and model have been open-sourced and are
available on our public GitHub
repository\footnote{\url{https://github.com/HPC-Fortran2CPP/Fortran2Cpp}}.",2024-12-27T18:06:25Z,http://arxiv.org/abs/2412.19770v1,"Le Chen, Bin Lei, Dunzhi Zhou, Pei-Hung Lin, Chunhua Liao, Caiwen Ding, Ali Jannesari"
"Teaching materials aligned or unaligned with the principles of the
  Cognitive Theory of Multimedia Learning: the choices made by Physics teachers
  and students","In a recent study [Rev. Bras. Ens. F\'is. vol. 45, 2023], the absence of the
Cognitive Theory of Multimedia Learning (CTML) in the curricula of Physics
teacher education programs at Brazilian public universities was highlighted.
Considering this gap, the present study investigates whether, even without any
formal prior knowledge of CTML principles (Coherence, Signaling, Spatial
Contiguity, Segmentation, Multimedia, and Personalization), Physics teacher
trainees and educators tend to choose, among two formats of multimedia
materials - one aligned with a given CTML principle and the other not - the
materials aligned with these principles. The findings of this case study
revealed that, although most participants generally selected materials aligned
with the mentioned principles, a significant portion did not. These results
underscore the importance of Brazilian universities considering the inclusion
of CTML in Physics teacher education curricula.",2024-12-27T18:02:16Z,http://arxiv.org/abs/2412.19768v1,"Aline N. Braga, Antonio A. M. Neto, Alessandra N. Braga, Silvio C. F. Pereira Filho, Nelson P. C. de Souza, Danilo T. Alves"
"On Universally Free First-Order Extensions of Belnap-Dunn's Four-Valued
  Logic and Nelson's Paraconsistent Logic N4","The aim of this paper is to introduce the logics FFDE and FN4, which are
universally free versions of Belnap-Dunn's four-valued logic, also known as the
logic of first-degree entailment (FDE), and Nelson's paraconsistent logic QN4
(N-). Both FDE and QN4 are suitable to be interpreted as information-based
logics, that is, logics that are capable of representing the deductive behavior
of possibly inconsistent and incomplete information in a database. Like QN4 and
some non-free first-order extensions of FDE, FFDE and FN4 are endowed with
Kripke-style variable domain semantics, which allows representing the dynamic
aspect of information processing, that is, how a database receives new
information over time, including information about new individuals. We argue,
however, that FFDE and FN4 can better represent the development of inconsistent
and incomplete information states (i.e., configurations of a database) over
time than their non-free versions. First, because they allow for empty domains,
which corresponds to the idea that a database may acknowledge no individual at
all at an early stage of its development. Second, because they allow for empty
names, which get interpreted as information about new individuals is inserted
into the database. Also, both systems include an identity predicate that is
interpreted along the same lines of the other logical operators, viz., in terms
of independent positive and negative rules.",2024-12-27T17:57:18Z,http://arxiv.org/abs/2412.19767v1,"Henrique Antunes, Abilio Rodrigues"
Generative Video Propagation,"Large-scale video generation models have the inherent ability to
realistically model natural scenes. In this paper, we demonstrate that through
a careful design of a generative video propagation framework, various video
tasks can be addressed in a unified way by leveraging the generative power of
such models. Specifically, our framework, GenProp, encodes the original video
with a selective content encoder and propagates the changes made to the first
frame using an image-to-video generation model. We propose a data generation
scheme to cover multiple video tasks based on instance-level video segmentation
datasets. Our model is trained by incorporating a mask prediction decoder head
and optimizing a region-aware loss to aid the encoder to preserve the original
content while the generation model propagates the modified region. This novel
design opens up new possibilities: In editing scenarios, GenProp allows
substantial changes to an object's shape; for insertion, the inserted objects
can exhibit independent motion; for removal, GenProp effectively removes
effects like shadows and reflections from the whole video; for tracking,
GenProp is capable of tracking objects and their associated effects together.
Experiment results demonstrate the leading performance of our model in various
video tasks, and we further provide in-depth analyses of the proposed
framework.",2024-12-27T17:42:29Z,http://arxiv.org/abs/2412.19761v1,"Shaoteng Liu, Tianyu Wang, Jui-Hsien Wang, Qing Liu, Zhifei Zhang, Joon-Young Lee, Yijun Li, Bei Yu, Zhe Lin, Soo Ye Kim, Jiaya Jia"
The Hole Argument for Reference Frames,"We exploit the results of Bamonti and Gomes (2024) concerning the dynamical
(un)coupling of reference frames to gravity to analyse the role of reference
frames in the Hole Argument. We introduce a new possible threat to determinism,
which we call Arbitrariness Problem (ARB), resulting from the inherent freedom
in selecting a reference frame.",2024-12-27T17:41:52Z,http://arxiv.org/abs/2412.19760v1,"Nicola Bamonti, Henrique Gomes"
Nonlinear trident using WKB and worldline instantons,"We consider nonlinear trident, $e^{\scriptscriptstyle -}\to
e^{\scriptscriptstyle -} e^{\scriptscriptstyle -} e^{\scriptscriptstyle +}$, in
various electric background fields. This process has so far been studied for
plane-wave backgrounds, using Volkov solutions. Here we first use WKB for
trident in time-dependent electric fields, and then for fields which vary
slowly in space. Then we show how to use worldline instantons for more general
fields which depend on both time and space.",2024-12-27T17:39:55Z,http://arxiv.org/abs/2412.19758v1,"Gianluca Degli Esposti, Greger Torgrimsson"
"""Did my figure do justice to the answer?"" : Towards Multimodal Short
  Answer Grading with Feedback (MMSAF)","Personalized feedback plays a vital role in a student's learning process.
While existing systems are adept at providing feedback over MCQ-based
evaluation, this work focuses more on subjective and open-ended questions,
which is similar to the problem of Automatic Short Answer Grading (ASAG) with
feedback. Additionally, we introduce the Multimodal Short Answer grading with
Feedback (MMSAF) problem over the traditional ASAG feedback problem to address
the scenario where the student answer and reference answer might contain
images. Moreover, we introduce the MMSAF dataset with 2197 data points along
with an automated framework for generating such data sets. Our evaluations on
existing LLMs over this dataset achieved an overall accuracy of 55\% on Level
of Correctness labels, 75\% on Image Relevance labels and a score of 4.27 out
of 5 in correctness level of LLM generated feedback as rated by experts. As per
experts, Pixtral achieved a rating of above 4 out of all metrics, indicating
that it is more aligned to human judgement, and that it is the best solution
for assisting students.",2024-12-27T17:33:39Z,http://arxiv.org/abs/2412.19755v1,"Pritam Sil, Bhaskaran Raman, Pushpak Bhattacharyya"
