Title,Summary,Published,Link,Authors
"Text2Insight: Transform natural language text into insights seamlessly
  using multi-model architecture","The growing demand for dynamic, user-centric data analysis and visualization
is evident across domains like healthcare, finance, and research. Traditional
visualization tools often fail to meet individual user needs due to their
static and predefined nature. To address this gap, Text2Insight is introduced
as an innovative solution that delivers customized data analysis and
visualizations based on user-defined natural language requirements. Leveraging
a multi-model architecture, Text2Insight transforms user inputs into actionable
insights and dynamic visualizations.
  The methodology begins with analyzing the input dataset to extract structural
details such as columns and values. A pre-trained Llama3 model converts the
user's natural language query into an SQL query, which is further refined using
a Named Entity Recognition (NER) model for accuracy. A chart predictor
determines the most suitable visualization type, while the Llama3 model
generates insights based on the SQL query's results. The output is a
user-friendly and visually informative chart. To enhance analysis capabilities,
the system integrates a question-answering model and a predictive model using
the BERT framework. These models provide insights into historical data and
predict future trends.
  Performance evaluation of Text2Insight demonstrates its effectiveness,
achieving high accuracy (99%), precision (100%), recall (99%), and F1-score
(99%), with a BLEU score of 0.5. The question-answering model attained an
accuracy of 89% and the predictive model achieved 70% accuracy. These results
validate Text2Insight as a robust and viable solution for transforming natural
language text into dynamic, user-specific data analysis and visualizations.",2024-12-27T16:17:22Z,http://arxiv.org/abs/2412.19718v1,Pradeep Sain
"From Elements to Design: A Layered Approach for Automatic Graphic Design
  Composition","In this work, we investigate automatic design composition from multimodal
graphic elements. Although recent studies have developed various generative
models for graphic design, they usually face the following limitations: they
only focus on certain subtasks and are far from achieving the design
composition task; they do not consider the hierarchical information of graphic
designs during the generation process. To tackle these issues, we introduce the
layered design principle into Large Multimodal Models (LMMs) and propose a
novel approach, called LaDeCo, to accomplish this challenging task.
Specifically, LaDeCo first performs layer planning for a given element set,
dividing the input elements into different semantic layers according to their
contents. Based on the planning results, it subsequently predicts element
attributes that control the design composition in a layer-wise manner, and
includes the rendered image of previously generated layers into the context.
With this insightful design, LaDeCo decomposes the difficult task into smaller
manageable steps, making the generation process smoother and clearer. The
experimental results demonstrate the effectiveness of LaDeCo in design
composition. Furthermore, we show that LaDeCo enables some interesting
applications in graphic design, such as resolution adjustment, element filling,
design variation, etc. In addition, it even outperforms the specialized models
in some design subtasks without any task-specific training.",2024-12-27T16:13:08Z,http://arxiv.org/abs/2412.19712v1,"Jiawei Lin, Shizhao Sun, Danqing Huang, Ting Liu, Ji Li, Jiang Bian"
High precision spectroscopy of trilobite Rydberg molecules,"We perform three-photon photoassociation to obtain high resolution spectra of
$^{87}$Rb trilobite dimers for the principal quantum numbers $n = 22,24,25,26$,
and 27. The large binding energy of the molecules in combination with a
relative spectroscopic resolution of $10^{-4}$ provides a rigorous benchmark
for existing theoretical models. A recently developed Green's function
framework, which circumvents the convergence issues that afflicted previous
studies,, is employed to theoretically reproduce the vibrational spectrum of
the molecule with high accuracy. The relatively large molecular binding energy
are primarily determined by the low energy $S$-wave electron-atom scattering
length, thereby allowing us to extract the $^3S_1$ scattering phase shift with
unprecedented accuracy, at low energy regimes inaccessible to free electrons.",2024-12-27T16:04:17Z,http://arxiv.org/abs/2412.19710v1,"Markus Exner, Rohan Srikumar, Richard Blättner, Matthew T. Eiles, Peter Schmelcher, Herwig Ott"
"A Review on the Integration of Artificial Intelligence and Medical
  Imaging in IVF Ovarian Stimulation","Artificial intelligence (AI) has emerged as a powerful tool to enhance
decision-making and optimize treatment protocols in in vitro fertilization
(IVF). In particular, AI shows significant promise in supporting
decision-making during the ovarian stimulation phase of the IVF process. This
review evaluates studies focused on the applications of AI combined with
medical imaging in ovarian stimulation, examining methodologies, outcomes, and
current limitations. Our analysis of 13 studies on this topic reveals that,
reveal that while AI algorithms demonstrated notable potential in predicting
optimal hormonal dosages, trigger timing, and oocyte retrieval outcomes, the
medical imaging data utilized predominantly came from two-dimensional (2D)
ultrasound which mainly involved basic quantifications, such as follicle size
and number, with limited use of direct feature extraction or advanced image
analysis techniques. This points to an underexplored opportunity where advanced
image analysis approaches, such as deep learning, and more diverse imaging
modalities, like three-dimensional (3D) ultrasound, could unlock deeper
insights. Additionally, the lack of explainable AI (XAI) in most studies raises
concerns about the transparency and traceability of AI-driven decisions - key
factors for clinical adoption and trust. Furthermore, many studies relied on
single-center designs and small datasets, which limit the generalizability of
their findings. This review highlights the need for integrating advanced
imaging analysis techniques with explainable AI methodologies, as well as the
importance of leveraging multicenter collaborations and larger datasets.
Addressing these gaps has the potential to enhance ovarian stimulation
management, paving the way for efficient, personalized, and data-driven
treatment pathways that improve IVF outcomes.",2024-12-27T15:29:08Z,http://arxiv.org/abs/2412.19688v1,"Jana Zakall, Birgit Pohn, Antonia Graf, Daniel Kovatchki, Arezoo Borji, Ragib Shahriar Islam, Hossam Haick, Heinz Strohmer, Sepideh Hatamikia"
Deep ReLU networks -- injectivity capacity upper bounds,"We study deep ReLU feed forward neural networks (NN) and their injectivity
abilities. The main focus is on \emph{precisely} determining the so-called
injectivity capacity. For any given hidden layers architecture, it is defined
as the minimal ratio between number of network's outputs and inputs which
ensures unique recoverability of the input from a realizable output. A strong
recent progress in precisely studying single ReLU layer injectivity properties
is here moved to a deep network level. In particular, we develop a program that
connects deep $l$-layer net injectivity to an $l$-extension of the $\ell_0$
spherical perceptrons, thereby massively generalizing an isomorphism between
studying single layer injectivity and the capacity of the so-called
(1-extension) $\ell_0$ spherical perceptrons discussed in [82]. \emph{Random
duality theory} (RDT) based machinery is then created and utilized to
statistically handle properties of the extended $\ell_0$ spherical perceptrons
and implicitly of the deep ReLU NNs. A sizeable set of numerical evaluations is
conducted as well to put the entire RDT machinery in practical use. From these
we observe a rapidly decreasing tendency in needed layers' expansions, i.e., we
observe a rapid \emph{expansion saturation effect}. Only $4$ layers of depth
are sufficient to closely approach level of no needed expansion -- a result
that fairly closely resembles observations made in practical experiments and
that has so far remained completely untouchable by any of the existing
mathematical methodologies.",2024-12-27T14:57:40Z,http://arxiv.org/abs/2412.19677v1,Mihailo Stojnic
"Optimizing Local-Global Dependencies for Accurate 3D Human Pose
  Estimation","Transformer-based methods have recently achieved significant success in 3D
human pose estimation, owing to their strong ability to model long-range
dependencies. However, relying solely on the global attention mechanism is
insufficient for capturing the fine-grained local details, which are crucial
for accurate pose estimation. To address this, we propose SSR-STF, a
dual-stream model that effectively integrates local features with global
dependencies to enhance 3D human pose estimation. Specifically, we introduce
SSRFormer, a simple yet effective module that employs the skeleton selective
refine attention (SSRA) mechanism to capture fine-grained local dependencies in
human pose sequences, complementing the global dependencies modeled by the
Transformer. By adaptively fusing these two feature streams, SSR-STF can better
learn the underlying structure of human poses, overcoming the limitations of
traditional methods in local feature extraction. Extensive experiments on the
Human3.6M and MPI-INF-3DHP datasets demonstrate that SSR-STF achieves
state-of-the-art performance, with P1 errors of 37.4 mm and 13.2 mm
respectively, outperforming existing methods in both accuracy and
generalization. Furthermore, the motion representations learned by our model
prove effective in downstream tasks such as human mesh recovery. Codes are
available at https://github.com/poker-xu/SSR-STF.",2024-12-27T14:54:12Z,http://arxiv.org/abs/2412.19676v1,"Guangsheng Xu, Guoyi Zhang, Lejia Ye, Shuwei Gan, Xiaohu Zhang, Xia Yang"
"Innovation beyond intention: harnessing exaptation for technological
  breakthroughs","The frameworks that explore scientific and technological evolution suggest
that discoveries and inventions are intrinsic processes, while the wealth of
knowledge accumulated over time enables researchers to make further
advancements, echoing Newton's sentiment of ""standing on the shoulders of
giants."" Despite the exponential growth in new scientific and technical
knowledge, the consolidation-disruption (D) index suggests a concerning decline
in the disruptiveness of papers and patents. ""Exaptation"" a concept borrowed
from biological evolution, is now recognized as a pivotal yet often neglected
mechanism in technological evolution. Significant technologies often do not
emerge out of thin air but rather result from the application of existing
technologies in other domains. For instance, bird feathers initially served as
waterproofing and insulation before enabling flight, and microwave ovens
originated from radar magnetrons. Exaptation, acknowledged as the catalyst for
""innovation beyond intention"" signifies a cross-field evolutionary process that
is driven by functional shifts in pre-existing knowledge, technology, or
artifacts. In this study, we introduce the concept of exaptation value,
deliberately excluding serendipity. Our analysis reveals that, despite a
declining trend in the disruptiveness of innovation, there is an increasing
trend in the application of cross-domain knowledge within the innovation
process over time. We also explore the impact of technology exaptation on
innovation disruptiveness and discuss how leveraging technology adaptability
enhances innovation's disruptive potential.",2024-12-27T14:19:17Z,http://arxiv.org/abs/2412.19662v1,"Youwei He, Jeong-Dong Lee, Seungmin Lee"
The Value of Recall in Extensive-Form Games,"Imperfect-recall games, in which players may forget previously acquired
information, have found many practical applications, ranging from game
abstractions to team games and testing AI agents. In this paper, we quantify
the utility gain by endowing a player with perfect recall, which we call the
value of recall (VoR). While VoR can be unbounded in general, we parameterize
it in terms of various game properties, namely the structure of chance nodes
and the degree of absentmindedness (the number of successive times a player
enters the same information set). Further, we identify several pathologies that
arise with VoR, and show how to circumvent them. We also study the complexity
of computing VoR, and how to optimally apportion partial recall. Finally, we
connect VoR to other previously studied concepts in game theory, including the
price of anarchy. We use that connection in conjunction with the celebrated
smoothness framework to characterize VoR in a broad class of games.",2024-12-27T14:12:45Z,http://arxiv.org/abs/2412.19659v1,"Ratip Emin Berker, Emanuel Tewolde, Ioannis Anagnostides, Tuomas Sandholm, Vincent Conitzer"
Movable Antenna Aided Physical Layer Security with No Eavesdropper CSI,"A novel movable antenna (MA)-aided secure transmission framework is proposed
to enhance the secrecy transmission rate without relying on the eavesdropper's
channel state information. Within this framework, a joint beamforming and
jamming scheme is proposed, where the power of the confidential signal is
minimized by optimizing the positions of the MAs, and the residual power is
used to jam the eavesdropper. An efficient gradient-based method is employed to
solve this non-convex problem. Numerical results are provided to demonstrate
the superiority of the MA-based framework over systems using traditional
fixed-position antennas in secure transmission.",2024-12-27T14:05:08Z,http://arxiv.org/abs/2412.19656v1,"Zhenqiao Cheng, Chongjun Ouyang, Xingqi Zhang"
"FreStega: A Plug-and-Play Method for Boosting Imperceptibility and
  Capacity in Generative Linguistic Steganography for Real-World Scenarios","Linguistic steganography embeds secret information in seemingly innocent
texts, safeguarding privacy in surveillance environments. Generative linguistic
steganography leverages the probability distribution of language models (LMs)
and applies steganographic algorithms to generate stego tokens, gaining
attention with recent Large Language Model (LLM) advancements. To enhance
security, researchers develop distribution-preserving stego algorithms to
minimize the gap between stego sampling and LM sampling. However, the reliance
on language model distributions, coupled with deviations from real-world cover
texts, results in insufficient imperceptibility when facing steganalysis
detectors in real-world scenarios. Moreover, LLM distributions tend to be more
deterministic, resulting in reduced entropy and, consequently, lower embedding
capacity. In this paper, we propose FreStega, a plug-and-play method to
reconstruct the distribution of language models used for generative linguistic
steganography. FreStega dynamically adjusts token probabilities from the
language model at each step of stegotext auto-regressive generation, leveraging
both sequential and spatial dimensions. In sequential adjustment, the
temperature is dynamically adjusted based on instantaneous entropy, enhancing
the diversity of stego texts and boosting embedding capacity. In the spatial
dimension, the distribution is aligned with guidance from the target domain
corpus, closely mimicking real cover text in the target domain. By reforming
the distribution, FreStega enhances the imperceptibility of stego text in
practical scenarios and improves steganographic capacity by 15.41\%, all
without compromising the quality of the generated text. FreStega serves as a
plug-and-play remedy to enhance the imperceptibility and embedding capacity of
existing distribution-preserving steganography methods in real-world scenarios.",2024-12-27T13:56:51Z,http://arxiv.org/abs/2412.19652v1,Kaiyi Pang
"Branes and Representations of DAHA $C^\vee C_1$: affine braid group
  action on category","We study the representation theory of the spherical double affine Hecke
algebra (DAHA) of $C^\vee C_1$, using brane quantization. By showing a
one-to-one correspondence between Lagrangian $A$-branes with compact support
and finite-dimensional representations of the spherical DAHA, we provide
evidence of derived equivalence between the $A$-brane category of
$\mathrm{SL}(2,\mathbb{C})$-character variety of a four-punctured sphere and
the representation category of DAHA of $C^\vee C_1$. The $D_4$ root system
plays an essential role in understanding both the geometry and representation
theory. In particular, this $A$-model approach reveals the action of an affine
braid group of type $D_4$ on the category. As a by-product, our geometric
investigation offers detailed information about the low-energy dynamics of the
SU(2) $N_f=4$ Seiberg-Witten theory.",2024-12-27T13:54:31Z,http://arxiv.org/abs/2412.19647v1,"Junkang Huang, Satoshi Nawata, Yutai Zhang, Shutong Zhuang"
"VideoMaker: Zero-shot Customized Video Generation with the Inherent
  Force of Video Diffusion Models","Zero-shot customized video generation has gained significant attention due to
its substantial application potential. Existing methods rely on additional
models to extract and inject reference subject features, assuming that the
Video Diffusion Model (VDM) alone is insufficient for zero-shot customized
video generation. However, these methods often struggle to maintain consistent
subject appearance due to suboptimal feature extraction and injection
techniques. In this paper, we reveal that VDM inherently possesses the force to
extract and inject subject features. Departing from previous heuristic
approaches, we introduce a novel framework that leverages VDM's inherent force
to enable high-quality zero-shot customized video generation. Specifically, for
feature extraction, we directly input reference images into VDM and use its
intrinsic feature extraction process, which not only provides fine-grained
features but also significantly aligns with VDM's pre-trained knowledge. For
feature injection, we devise an innovative bidirectional interaction between
subject features and generated content through spatial self-attention within
VDM, ensuring that VDM has better subject fidelity while maintaining the
diversity of the generated video.Experiments on both customized human and
object video generation validate the effectiveness of our framework.",2024-12-27T13:49:25Z,http://arxiv.org/abs/2412.19645v1,"Tao Wu, Yong Zhang, Xiaodong Cun, Zhongang Qi, Junfu Pu, Huanzhang Dou, Guangcong Zheng, Ying Shan, Xi Li"
Signatures of prediction during natural listening in MEG data?,"The brain uses contextual information and prior knowledge to anticipate
upcoming content during language comprehension. Recent research has shown
predictive signals can be revealed in pre-onset ECoG activity during
naturalistic narrative listening, by building encoding models based on word
embeddings from Large Language Models (LLMs). Similarly, evidence for
long-range predictive encoding has been observed in fMRI data, where
incorporating embeddings for multiple upcoming words in a narrative improves
alignment with brain activity. This study examines whether similar predictive
information can be detected in MEG, a technique with higher temporal resolution
than fMRI but a lower signal-to-noise ratio than ECoG. Our findings indicate
that MEG captures pre-onset representations up to 1 second before word onset,
consistent with ECoG results. However, unlike fMRI findings, incorporating
future word embeddings did not enhance MEG encoding, even for one word into the
future, which suggests that the pre-onset encoding may not reflect predictive
processing. This work demonstrates that MEG combined with LLMs is a valuable
approach for studying language processing in naturalistic narratives and
highlights the need to study further what constitutes evidence for prediction
during natural listening.",2024-12-27T12:49:03Z,http://arxiv.org/abs/2412.19622v1,"Sahel Azizpour, Britta U. Westner, Jakub Szewczyk, Umut Güçlü, Linda Geerligs"
"Machine Generated Product Advertisements: Benchmarking LLMs Against
  Human Performance","This study compares the performance of AI-generated and human-written product
descriptions using a multifaceted evaluation model. We analyze descriptions for
100 products generated by four AI models (Gemma 2B, LLAMA, GPT2, and ChatGPT 4)
with and without sample descriptions, against human-written descriptions. Our
evaluation metrics include sentiment, readability, persuasiveness, Search
Engine Optimization(SEO), clarity, emotional appeal, and call-to-action
effectiveness. The results indicate that ChatGPT 4 performs the best. In
contrast, other models demonstrate significant shortcomings, producing
incoherent and illogical output that lacks logical structure and contextual
relevance. These models struggle to maintain focus on the product being
described, resulting in disjointed sentences that do not convey meaningful
information. This research provides insights into the current capabilities and
limitations of AI in the creation of content for e-Commerce.",2024-12-27T12:11:50Z,http://arxiv.org/abs/2412.19610v1,Sanjukta Ghosh
"Enhancing Fine-grained Image Classification through Attentive Batch
  Training","Fine-grained image classification, which is a challenging task in computer
vision, requires precise differentiation among visually similar object
categories. In this paper, we propose 1) a novel module called Residual
Relationship Attention (RRA) that leverages the relationships between images
within each training batch to effectively integrate visual feature vectors of
batch images and 2) a novel technique called Relationship Position Encoding
(RPE), which encodes the positions of relationships between original images in
a batch and effectively preserves the relationship information between images
within the batch. Additionally, we design a novel framework, namely
Relationship Batch Integration (RBI), which utilizes RRA in conjunction with
RPE, allowing the discernment of vital visual features that may remain elusive
when examining a singular image representative of a particular class. Through
extensive experiments, our proposed method demonstrates significant
improvements in the accuracy of different fine-grained classifiers, with an
average increase of $(+2.78\%)$ and $(+3.83\%)$ on the CUB200-2011 and Stanford
Dog datasets, respectively, while achieving a state-of-the-art results
$(95.79\%)$ on the Stanford Dog dataset. Despite not achieving the same level
of improvement as in fine-grained image classification, our method still
demonstrates its prowess in leveraging general image classification by
attaining a state-of-the-art result of $(93.71\%)$ on the Tiny-Imagenet
dataset. Furthermore, our method serves as a plug-in refinement module and can
be easily integrated into different networks.",2024-12-27T12:07:58Z,http://arxiv.org/abs/2412.19606v1,"Duy M. Le, Bao Q. Bui, Anh Tran, Cong Tran, Cuong Pham"
"Nonequilibrium Response Theory: From Precision Limits to Strong
  Perturbation","Fluctuation-response relations lie at the heart of statistical physics, yet
their formulation in nonequilibrium steady states remains challenging. This
Letter makes two key contributions to this field: First, we establish
fundamental limits on nonequilibrium steady-state responses by deriving upper
bounds on response precisions using steady-state Fisher information. Our
analysis reveals that the sensitivity of observables to perturbations is
governed by mean first passage times, steady-state currents, and activities,
though it cannot be enhanced indefinitely by increasing these quantities.
Notably, we demonstrate that the role of activity in response precision
parallels that of repeated measurements in metrology. Second, we develop novel
identities connecting the responses to arbitrarily strong perturbations with
those to small perturbations. These identities significantly extend previous
nonequilibrium response theories, which primarily focused on small
perturbations, to encompass arbitrarily strong perturbations.",2024-12-27T11:57:42Z,http://arxiv.org/abs/2412.19602v1,"Ruicheng Bao, Shiling Liang"
