Title,Summary,Published,Link,Authors
"All Finite (Anti)Hermitian Irreducible Representations of the de Sitter
  and Anti-de Sitter Lie Algebras and Their Lorentz Structure","Because of the importance of unitarity in quantum physics, work on the
representations of the de Sitter group has focussed on the unitary case, which
necessarily means infinite dimensional matrices for this non-compact group.
Here we address the finite dimensional representations resulting from the
requirement that the Lie algebra generators are either Hermitian or
anti-Hermitian. The complete classification of all such irreducible
representations is found and their matrix elements specified. These irreducible
representations (irreps) are based on backbones defined as the homogeneous
Lorentz sub-algebra and consisting of direct sums of the finite irreps of the
homogeneous Lorentz algebra (HLA). Only two types of such backbones arise (see
5.1a,b herein). Consequently, only certain dimensions of representation are
possible, namely 4, 5, 10, 14, 20, 30, 35, 55, 56, 91, etc or generally either
1/6 N(N+1)(N+2) or 1/6 N(N+1)(2N+1) where N=2,3,4,etc is the number of HLA
irreps in the backbone (minimum 2). The two Casimir invariants can be specified
in terms of a single integral or half-integral parameter, p. For irreps based
on (5.1a), -C1=p(p+1)-2 and C2=0 with p taking values 2,3,4,etc. For irreps
based on (5.1b), -C1=2(p^2-1) and -C2= p^2 (p^2-1) with p taking values
3/2,2,5/2,3,etc. These correspond to the same expressions found for the unitary
representations, -C1=p(p+1)+(q+1)(q-2) and -C2=p(p+1)q(q-1) with q=0 and q=p
respectively for the two types of irrep. There is thus a far more restricted
set of finite irreps with Hermitian or anti-Hermitian generators than for the
discrete infinite dimensional unitary irreps. The corresponding irreps of the
anti-de Sitter group follow immediately from the replacement of the 4-momentum
operators from V to iV.",2024-12-27T16:02:41Z,http://arxiv.org/abs/2412.19708v1,Richard A. W. Bradford
"An Integrated Optimization and Deep Learning Pipeline for Predicting
  Live Birth Success in IVF Using Feature Optimization and Transformer-Based
  Models","In vitro fertilization (IVF) is a widely utilized assisted reproductive
technology, yet predicting its success remains challenging due to the
multifaceted interplay of clinical, demographic, and procedural factors. This
study develops a robust artificial intelligence (AI) pipeline aimed at
predicting live birth outcomes in IVF treatments. The pipeline uses anonymized
data from 2010 to 2018, obtained from the Human Fertilization and Embryology
Authority (HFEA). We evaluated the prediction performance of live birth success
as a binary outcome (success/failure) by integrating different feature
selection methods, such as principal component analysis (PCA) and particle
swarm optimization (PSO), with different traditional machine learning-based
classifiers including random forest (RF) and decision tree, as well as deep
learning-based classifiers including custom transformer-based model and a tab
transformer model with an attention mechanism. Our research demonstrated that
the best performance was achieved by combining PSO for feature selection with
the TabTransformer-based deep learning model, yielding an accuracy of 99.50%
and an AUC of 99.96%, highlighting its significant performance to predict live
births. This study establishes a highly accurate AI pipeline for predicting
live birth outcomes in IVF, demonstrating its potential to enhance personalized
fertility treatments.",2024-12-27T15:46:59Z,http://arxiv.org/abs/2412.19696v1,"Arezoo Borji, Hossam Haick, Birgit Pohn, Antonia Graf, Jana Zakall, S M Ragib Shahriar Islam, Gernot Kronreif, Daniel Kovatchki, Heinz Strohmer, Sepideh Hatamikia"
"Quantum Many-Body Lattice C-R-T Symmetry: Fractionalization, Anomaly,
  and Symmetric Mass Generation","Charge conjugation (C), mirror reflection (R), and time reversal (T)
symmetries, along with internal symmetries, are essential for massless Majorana
and Dirac fermions. These symmetries are sufficient to rule out potential
fermion bilinear mass terms, thereby establishing a gapless free fermion fixed
point phase, pivotal for symmetric mass generation (SMG) transition. In this
work, we systematically study the anomaly of C-R-T-internal symmetry in all
spacetime dimensions by analyzing the projective representation (i.e. the
fractionalization) of the C-R-T-internal symmetry group in the quantum
many-body Hilbert space on the lattice. By discovering the
fermion-flavor-number-dependent C-R-T-internal symmetry's anomaly structure, we
demonstrate an alternative way to derive the minimal flavor number for SMG,
which shows consistency with known results from K\""ahler-Dirac fermion or
cobordism classification. Our findings reveal that, in general spatial
dimensions, either 8 copies of staggered Majorana fermions or 4 copies of
staggered Dirac fermions admit SMG. By directly searching for 4-fermion
interactions that form commuting stabilizers respecting all symmetry
constraints, we can prove the explicit SMG gapping retained a unique ground
state in the codespace. Furthermore, we establish the correspondence between
the symmetry operators of staggered fermions and free fermions, which is
instrumental in facilitating the analysis of symmetry fractionalization at the
field theory level.",2024-12-27T15:36:31Z,http://arxiv.org/abs/2412.19691v1,"Yang-Yang Li, Juven Wang, Yi-Zhuang You"
Emergent cell migration from cell shape deformations and T1 transitions,"T1 transitions, which are localised cell rearrangements, play an important
role in the fluidization of epithelial monolayers. Using a multi-phase field
model and an active elastic solid model, we show that although each cell
undergoes T1 transitions in time as uncorrelated, random events, the spatial
distribution of these events is highly correlated and is dependent on cell
shape. T1 transitions have a dual effect: cells losing neighbours tend to relax
their shape, while those gaining neighbours tend to elongate. By analysing the
statistics of successive T1 transitions undergone by a deformable cell, we find
asymmetric spatial distributions related to how cells lose or gain neighbours.
These asymmetric spatial patterns of T1 transitions promote directed cell
migration, and form the backbone for coherent flow patterns at tissue scales.",2024-12-27T15:26:35Z,http://arxiv.org/abs/2412.19686v1,"Harish P. Jain, Richard D. J. G. Ho, Luiza Angheluta"
"DLScanner: A parameter space scanner package assisted by deep learning
  methods","In this paper, we introduce a scanner package enhanced by deep learning (DL)
techniques. The proposed package addresses two significant challenges
associated with previously developed DL-based methods: slow convergence in
high-dimensional scans and the limited generalization of the DL network when
mapping random points to the target space. To tackle the first issue, we
utilize a similarity learning network that maps sampled points into a
representation space. In this space, in-target points are grouped together
while out-target points are effectively pushed apart. This approach enhances
the scan convergence by refining the representation of sampled points. The
second challenge is mitigated by integrating a dynamic sampling strategy.
Specifically, we employ a VEGAS mapping to adaptively suggest new points for
the DL network while also improving the mapping when more points are collected.
Our proposed framework demonstrates substantial gains in both performance and
efficiency compared to other scanning methods.",2024-12-27T14:52:42Z,http://arxiv.org/abs/2412.19675v1,"A. Hammad, Raymundo Ramos"
Spectral form factors for curved spacetimes with horizon,"The spectral form factor is believed to provide a special type of behavior
called ""dip-ramp-plateau"" in chaotic quantum systems which originates from the
random matrix theory. A similar behavior could be observed for deterministic
systems, ranging from the Riemann zeta function to the scattering amplitudes of
different types. It has been shown recently, the same behavior is observed for
the spectral form factor when the normal modes of a scalar massless field
theory in the brickwall model of the BTZ black hole are substituted as
eigenvalues of some quantum Hamiltonian. At the same time, the level spacing
distribution of these eigenvalues differs from that associated with the random
matrix theory ensembles. In this paper, we generalize these results considering
the recently proposed generalized spectral form factor for the de Sitter and
BTZ spacetimes. We study the details of this complex-valued form factor for
integrable quantum systems and for backgrounds with a horizon comparing it with
the random matrix theory behavior. As a result, we confirm that the scalar
field normal modes once again exhibit features of chaos.",2024-12-27T14:43:35Z,http://arxiv.org/abs/2412.19672v1,"Dmitry S. Ageev, Vasilii V. Pushkarev, Anastasia N. Zueva"
"Asymmetrical Reciprocity-based Federated Learning for Resolving
  Disparities in Medical Diagnosis","Geographic health disparities pose a pressing global challenge, particularly
in underserved regions of low- and middle-income nations. Addressing this issue
requires a collaborative approach to enhance healthcare quality, leveraging
support from medically more developed areas. Federated learning emerges as a
promising tool for this purpose. However, the scarcity of medical data and
limited computation resources in underserved regions make collaborative
training of powerful machine learning models challenging. Furthermore, there
exists an asymmetrical reciprocity between underserved and developed regions.
To overcome these challenges, we propose a novel cross-silo federated learning
framework, named FedHelp, aimed at alleviating geographic health disparities
and fortifying the diagnostic capabilities of underserved regions.
Specifically, FedHelp leverages foundational model knowledge via one-time API
access to guide the learning process of underserved small clients, addressing
the challenge of insufficient data. Additionally, we introduce a novel
asymmetric dual knowledge distillation module to manage the issue of asymmetric
reciprocity, facilitating the exchange of necessary knowledge between developed
large clients and underserved small clients. We validate the effectiveness and
utility of FedHelp through extensive experiments on both medical image
classification and segmentation tasks. The experimental results demonstrate
significant performance improvement compared to state-of-the-art baselines,
particularly benefiting clients in underserved regions.",2024-12-27T13:59:58Z,http://arxiv.org/abs/2412.19654v1,"Jiaqi Wang, Ziyi Yin, Quanzeng You, Lingjuan Lyu, Fenglong Ma"
"FreStega: A Plug-and-Play Method for Boosting Imperceptibility and
  Capacity in Generative Linguistic Steganography for Real-World Scenarios","Linguistic steganography embeds secret information in seemingly innocent
texts, safeguarding privacy in surveillance environments. Generative linguistic
steganography leverages the probability distribution of language models (LMs)
and applies steganographic algorithms to generate stego tokens, gaining
attention with recent Large Language Model (LLM) advancements. To enhance
security, researchers develop distribution-preserving stego algorithms to
minimize the gap between stego sampling and LM sampling. However, the reliance
on language model distributions, coupled with deviations from real-world cover
texts, results in insufficient imperceptibility when facing steganalysis
detectors in real-world scenarios. Moreover, LLM distributions tend to be more
deterministic, resulting in reduced entropy and, consequently, lower embedding
capacity. In this paper, we propose FreStega, a plug-and-play method to
reconstruct the distribution of language models used for generative linguistic
steganography. FreStega dynamically adjusts token probabilities from the
language model at each step of stegotext auto-regressive generation, leveraging
both sequential and spatial dimensions. In sequential adjustment, the
temperature is dynamically adjusted based on instantaneous entropy, enhancing
the diversity of stego texts and boosting embedding capacity. In the spatial
dimension, the distribution is aligned with guidance from the target domain
corpus, closely mimicking real cover text in the target domain. By reforming
the distribution, FreStega enhances the imperceptibility of stego text in
practical scenarios and improves steganographic capacity by 15.41\%, all
without compromising the quality of the generated text. FreStega serves as a
plug-and-play remedy to enhance the imperceptibility and embedding capacity of
existing distribution-preserving steganography methods in real-world scenarios.",2024-12-27T13:56:51Z,http://arxiv.org/abs/2412.19652v1,Kaiyi Pang
"Distributed Download from an External Data Source in Faulty Majority
  Settings","We extend the study of retrieval problems in distributed networks, focusing
on improving the efficiency and resilience of protocols in the \emph{Data
Retrieval (DR) Model}. The DR Model consists of a complete network (i.e., a
clique) with $k$ peers, up to $\beta k$ of which may be Byzantine (for $\beta
\in [0, 1)$), and a trusted \emph{External Data Source} comprising an array $X$
of $n$ bits ($n \gg k$) that the peers can query. Additionally, the peers can
also send messages to each other. In this work, we focus on the Download
problem that requires all peers to learn $X$. Our primary goal is to minimize
the maximum number of queries made by any honest peer and additionally optimize
time.
  We begin with a randomized algorithm for the Download problem that achieves
optimal query complexity up to a logarithmic factor. For the stronger dynamic
adversary that can change the set of Byzantine peers from one round to the
next, we achieve the optimal time complexity in peer-to-peer communication but
with larger messages. In broadcast communication where all peers (including
Byzantine peers) are required to send the same message to all peers, with
larger messages, we achieve almost optimal time and query complexities for a
dynamic adversary. Finally, in a more relaxed crash fault model, where peers
stop responding after crashing, we address the Download problem in both
synchronous and asynchronous settings. Using a deterministic protocol, we
obtain nearly optimal results for both query complexity and message sizes in
these scenarios.",2024-12-27T13:55:00Z,http://arxiv.org/abs/2412.19649v1,"John Augustine, Soumyottam Chatterjee, Valerie King, Manish Kumar, Shachar Meir, David Peleg"
Photonic classification on a single diffractive layer,"Photonic computation started to shape the future of fast, efficient and
accessible computation. The advantages brought by light based Diffractive Deep
Neural Networks (D2NN), are shown to be overwhelmingly advantageous especially
in targeting classification problems. However, cost and complexity of
multi-layer systems are the main challenges that reduce the deployment of this
technology. In this study, we develop a simple yet extremely efficient way to
achieve optical classification using a single diffractive optical layer. A
spatial light modulator is used not only to emulate the classifying system but
also the input medium for the objects to be classified by the system. Using our
approach, we classify road traffic signs which has a direct application on
daily life and safety. We perform classification of road signs under the effect
of noise and show that we can successfully classify road signs with more than
75% accuracy under 20% noise/imperfection.",2024-12-27T12:09:28Z,http://arxiv.org/abs/2412.19607v1,"Anil J. Pekgöz, Emre Yüce"
"Enhancing Fine-grained Image Classification through Attentive Batch
  Training","Fine-grained image classification, which is a challenging task in computer
vision, requires precise differentiation among visually similar object
categories. In this paper, we propose 1) a novel module called Residual
Relationship Attention (RRA) that leverages the relationships between images
within each training batch to effectively integrate visual feature vectors of
batch images and 2) a novel technique called Relationship Position Encoding
(RPE), which encodes the positions of relationships between original images in
a batch and effectively preserves the relationship information between images
within the batch. Additionally, we design a novel framework, namely
Relationship Batch Integration (RBI), which utilizes RRA in conjunction with
RPE, allowing the discernment of vital visual features that may remain elusive
when examining a singular image representative of a particular class. Through
extensive experiments, our proposed method demonstrates significant
improvements in the accuracy of different fine-grained classifiers, with an
average increase of $(+2.78\%)$ and $(+3.83\%)$ on the CUB200-2011 and Stanford
Dog datasets, respectively, while achieving a state-of-the-art results
$(95.79\%)$ on the Stanford Dog dataset. Despite not achieving the same level
of improvement as in fine-grained image classification, our method still
demonstrates its prowess in leveraging general image classification by
attaining a state-of-the-art result of $(93.71\%)$ on the Tiny-Imagenet
dataset. Furthermore, our method serves as a plug-in refinement module and can
be easily integrated into different networks.",2024-12-27T12:07:58Z,http://arxiv.org/abs/2412.19606v1,"Duy M. Le, Bao Q. Bui, Anh Tran, Cong Tran, Cuong Pham"
